-8,8,0
-12,12,47,-8,10,-4,8,-2,6,-1,3,-1,0,-2,-3,-4,-5,-8,-7,S,S,-8,10,-5,9,-3,8,-1,6,0,3,S,S,0,0,-1,-3,-3,-5,-5,-6,-8,-7,S,S,8,10,5,9,3,8,1,6,0,3,S,S,0,0,1,-3,3,-5,5,-6,8,-7,S,S,8,10,4,8,2,6,1,3,1,0,2,-3,4,-5,8,-7,S,S,-9,2,9,2,S,S,-9,1,9,1
-9,9,21,-4,12,-5,11,-5,5,S,S,-4,11,-5,5,S,S,-4,12,-3,11,-5,5,S,S,5,12,4,11,4,5,S,S,5,11,4,5,S,S,5,12,6,11,4,5
-13,14,37,-1,12,-4,11,-7,9,-9,6,-10,3,-10,0,-9,-3,-7,-6,-4,-8,-1,-9,2,-9,5,-8,8,-6,10,-3,11,0,11,3,10,6,8,9,5,11,2,12,-1,12,S,S,0,3,-1,2,-1,1,0,0,1,0,2,1,2,2,1,3,0,3,S,S,0,2,0,1,1,1,1,2,0,2
-8,9,44,-2,12,-4,11,-3,9,-1,8,S,S,-2,12,-3,11,-3,9,S,S,3,12,5,11,4,9,2,8,S,S,3,12,4,11,4,9,S,S,-1,8,-3,7,-4,6,-5,4,-5,1,-4,-1,-3,-2,-1,-3,2,-3,4,-2,5,-1,6,1,6,4,5,6,4,7,2,8,-1,8,S,S,0,-3,0,-9,S,S,1,-3,1,-9,S,S,-4,-6,5,-6
-9,10,26,0,12,-3,11,-5,9,-6,6,-6,5,-5,2,-3,0,0,-1,1,-1,4,0,6,2,7,5,7,6,6,9,4,11,1,12,0,12,S,S,0,-1,0,-9,S,S,1,-1,1,-9,S,S,-4,-5,5,-5
-14,14,27,-2,12,-5,11,-8,9,-10,6,-11,3,-11,-1,-10,-4,-8,-7,-5,-9,-2,-10,2,-10,5,-9,8,-7,10,-4,11,-1,11,3,10,6,8,9,5,11,2,12,-2,12,S,S,0,12,0,-10,S,S,-11,1,11,1
-11,14,30,-2,5,-5,4,-7,2,-8,-1,-8,-2,-7,-5,-5,-7,-2,-8,-1,-8,2,-7,4,-5,5,-2,5,-1,4,2,2,4,-1,5,-2,5,S,S,11,11,5,11,9,10,3,4,S,S,11,11,11,5,10,9,4,3,S,S,10,10,4,4
-7,7,19,4,16,2,14,0,11,-2,7,-3,2,-3,-2,-2,-7,0,-11,2,-14,4,-16,S,S,2,14,0,10,-1,7,-2,2,-2,-2,-1,-7,0,-10,2,-14
-7,7,19,-4,16,-2,14,0,11,2,7,3,2,3,-2,2,-7,0,-11,-2,-14,-4,-16,S,S,-2,14,0,10,1,7,2,2,2,-2,1,-7,0,-10,-2,-14
-12,10,27,-9,9,-8,11,-6,12,-3,12,-1,11,0,9,0,6,-1,3,-2,1,-4,-1,-7,-3,S,S,-3,12,-2,11,-1,9,-1,5,-2,2,-4,-1,S,S,4,12,2,-9,S,S,5,12,1,-9,S,S,-7,-3,7,-3
-9,10,29,-5,12,-5,-3,S,S,-4,12,-5,1,S,S,-5,1,-4,3,-3,4,-1,5,2,5,5,4,6,2,6,0,5,-2,3,-4,S,S,2,5,4,4,5,2,5,0,2,-6,2,-8,3,-9,5,-9,7,-7,S,S,-7,12,-4,12
-4,4,7,1,-5,0,-6,-1,-5,0,-4,1,-5,1,-7,-1,-9
-9,10,43,0,4,-3,3,-5,1,-6,-2,-6,-3,-5,-6,-3,-8,0,-9,1,-9,4,-8,6,-6,7,-3,7,-2,6,1,4,3,1,4,0,4,S,S,0,10,-4,8,0,12,0,4,S,S,1,10,5,8,1,12,1,4,S,S,0,-1,-1,-2,-1,-3,0,-4,1,-4,2,-3,2,-2,1,-1,0,-1,S,S,0,-2,0,-3,1,-3,1,-2,0,-2
-4,4,5,0,-4,-1,-5,0,-6,1,-5,0,-4
-11,12,36,-1,10,0,12,0,-9,S,S,2,10,1,12,1,-9,S,S,-8,10,-7,12,-7,5,-6,2,-4,0,-1,-1,0,-1,S,S,-5,10,-6,12,-6,4,-5,1,S,S,9,10,8,12,8,5,7,2,5,0,2,-1,1,-1,S,S,6,10,7,12,7,4,6,1,S,S,-4,-5,5,-5
-10,11,57,2,12,-1,11,-3,9,-5,6,-6,3,-7,-1,-7,-4,-6,-7,-5,-8,-3,-9,-1,-9,2,-8,4,-6,6,-3,7,0,8,4,8,7,7,10,6,11,4,12,2,12,S,S,-1,10,-3,8,-4,6,-5,3,-6,-1,-6,-5,-5,-7,S,S,2,-7,4,-5,5,-3,6,0,7,4,7,8,6,10,S,S,2,12,0,11,-2,8,-3,6,-4,3,-5,-1,-5,-6,-4,-8,-3,-9,S,S,-1,-9,1,-8,3,-5,4,-3,5,0,6,4,6,9,5,11,4,12
-10,11,19,2,8,-3,-9,-1,-9,S,S,5,12,3,8,-2,-9,S,S,5,12,-1,-9,S,S,5,12,2,9,-1,7,-3,6,S,S,2,8,0,7,-3,6
-10,11,51,-3,7,-3,8,-2,8,-2,6,-4,6,-4,8,-3,10,-2,11,1,12,4,12,7,11,8,9,8,7,7,5,5,3,-5,-3,-7,-5,-9,-9,S,S,6,11,7,9,7,7,6,5,4,3,1,1,S,S,4,12,5,11,6,9,6,7,5,5,3,3,-5,-3,S,S,-8,-7,-7,-6,-5,-6,0,-7,5,-7,6,-6,S,S,-5,-6,0,-8,5,-8,S,S,-5,-6,0,-9,3,-9,5,-8,6,-6,6,-5
